amount,transaction_hour,distance_from_home_km,distance_from_last_transaction_km,online_transaction,international_transaction,merchant_risk_score,card_present,transaction_velocity,account_age_days,fraud
6.98,12,44.51,3.37,1,1,0.18,1,4,1158,0
8.85,18,4.6,0.16,0,0,0.192,0,2,1001,0
33.51,6,26.99,1.07,0,0,0.137,1,2,833,0
240.13,19,1.73,15.2,0,0,0.062,1,2,974,0
59.1,6,7.23,1.19,0,0,0.284,0,0,30,0
5.9,3,27.6,12.1,0,1,0.236,1,2,30,0
1.48,17,28.47,16.07,1,0,0.406,0,0,1468,0
68.93,17,15.32,10.09,1,1,0.56,0,2,30,1
30.08,8,47.51,7.15,1,0,0.205,0,1,207,0
103.68,15,27.13,3.99,1,0,0.44,1,4,343,0
13.73,17,36.16,29.48,1,0,0.297,1,0,1104,0
47.0,18,15.9,3.97,1,0,0.173,1,2,2099,0
77.18,22,6.21,7.19,1,0,0.182,1,0,877,0
21.17,20,6.15,6.4,1,0,0.475,0,2,552,0
21.63,10,13.1,16.92,0,0,0.374,1,1,1583,0
33.96,5,7.56,11.05,1,0,0.13,1,0,356,0
56.98,2,7.06,2.3,0,1,0.274,0,1,1284,0
32.64,13,2.94,18.38,1,0,0.315,0,3,1108,0
87.71,15,13.85,3.96,1,0,0.09,0,3,560,0
20.86,16,2.85,12.28,1,1,0.126,0,0,882,0
8.77,0,13.61,27.55,1,0,0.422,1,2,1090,0
239.12,16,2.01,5.06,1,0,0.119,0,5,659,0
18.09,18,12.52,5.36,1,0,0.053,0,2,848,0
18.76,17,26.43,8.18,1,0,0.147,1,0,1089,0
31.01,12,7.29,8.46,0,0,0.175,1,6,1264,1
35.42,0,21.93,11.43,1,0,0.029,1,3,90,0
22.5,11,20.81,14.71,1,0,0.651,1,3,902,0
32.54,15,9.43,3.71,0,0,0.263,1,3,577,0
31.82,13,2.68,9.32,1,0,0.174,0,2,1605,0
39.44,13,32.89,3.06,0,0,0.425,1,2,904,0
3.13,12,9.36,16.34,1,0,0.434,0,5,838,0
217.21,13,51.98,21.8,0,0,0.049,1,2,1646,0
28.58,7,31.69,6.35,1,0,0.676,1,2,330,0
59.18,14,27.78,10.59,0,1,0.187,0,2,975,0
8.35,6,4.51,26.39,1,0,0.276,1,2,668,0
20.68,11,27.92,12.94,0,0,0.264,0,2,1905,0
16.91,9,39.21,3.08,1,0,0.183,1,3,469,0
143.99,17,18.43,1.51,1,1,0.315,1,0,949,0
18.43,21,22.21,4.36,1,0,0.631,1,2,876,0
70.67,15,26.55,7.59,1,0,0.34,0,1,891,0
17.28,3,42.46,17.93,1,0,0.426,1,1,1594,0
21.06,16,23.81,6.96,0,0,0.109,0,1,1244,0
25.91,7,25.91,2.81,0,0,0.557,1,2,956,0
119.56,1,21.34,7.33,1,0,0.328,1,1,1284,0
5.0,4,53.08,7.74,0,0,0.119,1,1,953,1
8.88,23,18.84,4.56,0,0,0.104,1,0,222,0
4.72,10,25.78,7.01,0,0,0.031,1,1,1063,0
11.16,4,44.31,10.71,0,0,0.105,0,3,2340,0
14.71,3,11.81,1.24,0,0,0.042,0,2,1313,0
6.59,15,59.99,7.76,0,0,0.034,0,4,438,0
15.89,18,10.78,47.22,1,0,0.118,0,2,30,1
4.42,8,7.4,12.56,0,0,0.248,0,3,482,0
11.97,2,26.36,18.15,1,0,0.168,1,2,472,0
109.99,8,10.29,26.23,1,1,0.182,0,3,996,1
49.58,15,51.38,29.99,1,0,0.41,1,2,1714,0
39.94,2,73.39,5.48,1,0,0.13,0,2,520,0
12.15,6,7.67,1.4,1,0,0.638,0,3,723,1
7.13,0,6.98,20.57,1,0,0.317,1,2,1329,1
10.6,11,6.66,7.68,0,0,0.095,0,3,815,0
31.72,4,1.64,8.05,0,0,0.111,1,6,1332,0
78.9,4,10.02,14.55,1,0,0.639,1,2,734,0
81.64,2,37.99,9.47,1,0,0.293,0,2,789,0
62.22,17,27.39,11.57,0,0,0.202,1,1,923,0
15.84,11,14.76,12.4,1,0,0.12,1,1,941,0
33.94,22,25.02,20.79,0,1,0.245,0,0,168,0
24.01,9,4.9,13.48,0,0,0.082,1,0,899,0
27.08,5,18.77,2.98,1,0,0.219,1,4,1149,0
253.95,4,21.63,2.91,1,0,0.236,1,3,648,0
5.69,22,20.59,5.0,0,1,0.183,1,4,1158,0
26.19,14,9.72,12.87,1,0,0.151,1,3,1298,0
111.25,7,9.38,3.28,1,0,0.451,1,0,1051,0
7.65,15,29.34,3.27,1,0,0.214,0,3,695,0
17.4,13,27.96,12.11,0,0,0.012,0,2,293,0
19.51,2,1.78,5.45,0,0,0.301,1,1,1229,0
26.49,16,1.73,28.24,1,0,0.142,0,0,1309,0
6.71,2,69.53,5.74,0,0,0.256,0,3,1884,0
60.06,4,22.18,16.78,0,0,0.472,1,1,139,0
64.48,17,20.64,8.28,0,0,0.04,0,3,1630,0
55.06,10,7.97,2.57,1,1,0.084,1,0,1510,0
13.87,5,13.26,5.56,1,0,0.115,1,3,1044,0
36.11,1,10.48,8.81,0,0,0.235,1,3,1488,0
13.47,14,38.2,5.66,1,0,0.308,1,1,982,0
23.75,16,36.93,25.91,0,0,0.422,1,1,1019,0
285.28,4,22.47,3.76,0,0,0.51,1,1,392,0
36.44,9,19.83,6.35,1,0,0.04,1,2,735,0
10.1,8,25.6,13.35,1,0,0.141,0,2,1184,0
39.66,21,19.6,34.81,1,0,0.168,1,2,867,0
8.57,18,29.36,14.96,0,0,0.211,1,1,530,0
9.98,6,47.27,12.67,1,0,0.487,1,6,778,0
11.69,12,16.65,18.6,0,0,0.425,1,2,912,0
21.24,22,8.11,22.64,0,0,0.193,1,1,1525,0
84.52,8,19.99,26.32,0,1,0.524,1,4,1459,0
59.05,3,10.91,14.93,1,0,0.495,1,1,803,0
55.87,7,6.13,11.25,0,0,0.311,1,3,698,1
11.04,14,42.64,3.9,0,0,0.259,0,3,1298,0
19.27,23,19.12,11.97,0,0,0.125,0,4,553,0
43.47,7,13.16,30.13,0,0,0.317,1,1,1246,0
17.67,1,21.5,0.42,1,0,0.258,0,1,1564,0
25.07,4,11.68,24.27,1,0,0.297,0,0,1699,0
51.49,9,43.58,11.2,1,0,0.426,0,2,492,0
23.36,2,68.99,20.17,0,0,0.18,1,1,1013,0
41.52,0,12.25,15.45,0,0,0.238,0,1,932,0
162.83,15,16.0,9.81,1,0,0.171,1,0,126,0
27.89,19,23.77,11.19,1,0,0.176,1,0,1171,0
107.7,5,5.46,16.49,0,0,0.173,0,1,891,0
57.94,12,2.13,4.17,1,0,0.162,0,3,804,0
7.64,13,40.14,9.89,1,1,0.178,0,1,922,1
11.0,16,12.91,14.72,0,0,0.634,0,1,759,0
14.39,23,11.95,17.83,1,0,0.285,1,1,630,0
14.09,21,25.03,16.45,0,0,0.287,0,0,1312,0
30.26,7,8.07,7.52,0,1,0.758,0,0,884,1
61.23,23,11.72,10.53,1,0,0.292,1,2,1484,0
116.18,0,5.56,2.9,0,0,0.312,1,3,1244,0
45.07,23,2.69,23.32,0,0,0.213,1,0,1271,0
21.21,3,11.56,12.33,0,0,0.238,0,1,200,0
4.13,2,7.99,10.49,0,0,0.03,0,1,906,0
35.54,2,7.03,10.45,0,0,0.088,1,4,1323,0
33.98,2,18.23,8.43,1,0,0.133,1,3,1555,0
39.76,11,31.78,18.09,0,0,0.645,1,2,925,0
272.12,15,32.2,10.69,0,1,0.267,0,4,354,0
114.5,17,31.25,3.83,1,0,0.067,1,1,1594,0
72.61,0,9.17,5.14,0,0,0.223,0,3,531,0
12.65,7,16.79,2.39,1,0,0.112,0,5,61,0
19.83,3,11.13,29.26,0,0,0.19,0,2,930,0
30.12,3,9.27,9.05,1,0,0.251,0,2,875,0
15.25,17,9.81,31.57,1,1,0.251,0,3,1516,0
54.62,15,6.46,11.64,0,0,0.431,1,3,1443,0
47.32,5,21.7,7.19,1,1,0.052,0,1,657,0
11.15,7,38.63,8.61,1,0,0.187,1,0,397,0
109.6,22,10.89,11.33,1,0,0.22,1,1,748,0
36.68,13,9.87,3.95,1,0,0.212,0,1,1004,0
5.88,5,2.05,2.79,1,0,0.553,1,1,1237,0
31.46,22,27.75,21.56,1,0,0.198,0,5,718,0
43.87,4,1.48,6.86,0,0,0.356,1,4,1252,0
87.6,6,18.93,32.13,1,0,0.53,1,1,610,0
23.63,16,8.45,15.13,0,0,0.091,1,1,1738,0
75.79,12,14.21,6.37,1,0,0.258,1,1,1072,0
39.93,1,19.79,41.15,1,0,0.169,1,4,290,0
8.89,19,18.85,22.37,1,1,0.253,1,0,588,0
8.04,5,35.33,1.94,1,0,0.611,0,0,529,0
101.75,16,1.59,4.73,1,0,0.766,1,3,752,0
109.51,8,32.31,7.9,0,0,0.152,0,1,344,0
45.74,18,20.45,37.4,1,0,0.354,1,2,737,0
147.78,21,38.0,1.17,1,0,0.13,1,3,689,1
95.26,18,17.89,13.04,0,0,0.37,0,2,1058,0
65.6,22,4.12,8.38,1,0,0.099,0,3,695,0
13.31,12,15.89,12.41,1,0,0.227,1,1,1352,0
187.06,1,27.14,6.76,1,1,0.153,1,1,731,1
56.62,12,30.81,4.57,0,0,0.238,1,3,328,0
22.51,11,16.34,17.64,1,0,0.254,0,4,30,0
16.97,17,14.75,18.03,1,0,0.03,1,2,1023,0
42.81,5,20.18,14.13,1,0,0.407,0,4,669,1
6.23,16,34.53,5.77,0,0,0.462,1,3,167,0
66.66,10,11.8,14.31,1,0,0.404,1,2,923,0
12.76,16,23.89,1.79,1,0,0.106,1,3,535,0
47.97,10,56.4,15.52,0,0,0.284,1,2,1461,0
19.66,9,82.47,4.26,0,0,0.309,1,2,520,0
25.42,5,34.39,3.93,0,0,0.253,1,3,1709,0
15.53,19,14.38,30.45,1,0,0.712,1,2,863,1
28.18,1,5.45,0.22,0,0,0.455,0,1,1036,0
219.07,5,22.94,8.16,1,0,0.232,1,1,1219,0
132.3,10,47.96,2.03,1,0,0.206,0,3,1177,1
47.2,3,16.37,11.03,1,0,0.109,1,2,990,0
32.29,22,37.3,4.77,1,0,0.449,1,3,265,1
77.03,8,35.2,2.23,1,0,0.25,1,2,2259,0
102.51,5,17.84,6.85,0,1,0.182,0,0,337,0
14.44,6,32.96,3.6,1,0,0.377,1,1,306,0
30.65,4,6.1,3.77,1,0,0.318,1,3,1093,0
5.36,15,15.01,15.97,0,0,0.405,0,1,1392,0
101.81,11,24.98,1.66,1,0,0.268,1,4,357,0
261.13,5,17.5,11.6,1,1,0.24,1,1,1612,0
35.88,20,6.75,8.08,0,1,0.029,0,4,327,0
3.96,15,32.99,4.56,0,0,0.251,1,1,1345,0
60.88,9,24.75,15.83,0,1,0.486,0,2,1075,1
13.41,12,20.35,32.48,1,0,0.131,0,2,2048,0
17.06,15,42.98,9.14,1,0,0.489,0,2,1177,0
61.97,3,33.48,9.34,1,0,0.147,1,1,1145,0
42.72,19,0.9,2.65,1,0,0.414,1,2,1072,0
20.33,6,20.62,1.78,0,0,0.2,1,1,1493,0
17.29,0,20.12,8.38,1,0,0.05,1,2,553,0
37.56,12,13.3,1.07,1,0,0.17,1,1,811,0
21.99,21,1.61,0.8,1,0,0.337,1,4,1124,0
10.92,17,8.84,13.21,1,0,0.503,1,0,1659,0
23.75,7,1.12,1.8,1,0,0.406,1,2,1148,0
46.51,9,69.94,13.68,1,0,0.155,1,1,291,0
27.71,14,17.56,23.81,1,0,0.115,1,1,1343,0
8.06,5,26.0,12.36,1,0,0.482,1,1,1179,0
89.04,19,6.64,1.41,1,1,0.47,1,1,1083,0
2.14,7,1.88,41.38,1,0,0.223,1,0,1137,0
21.19,5,12.5,9.91,0,0,0.394,1,2,736,0
17.81,2,11.01,9.15,1,0,0.122,0,2,1193,0
38.4,16,21.47,7.89,1,1,0.481,1,3,259,0
58.07,0,12.99,4.41,0,0,0.417,0,2,1500,0
102.18,19,80.47,2.92,1,0,0.411,0,5,1999,1
16.24,23,38.49,2.01,0,1,0.536,0,1,1762,1
59.54,2,50.8,7.17,1,0,0.254,1,0,751,0
40.28,2,17.65,13.07,0,0,0.13,1,2,1310,0
5.98,22,21.15,3.32,0,0,0.038,1,1,1431,0
221.53,2,47.58,11.71,1,0,0.427,1,2,1284,1
7.86,9,12.12,6.65,1,0,0.34,1,2,648,0
50.38,20,24.99,8.3,0,0,0.492,1,2,747,0
48.91,3,12.99,19.04,0,0,0.148,1,1,508,0
43.63,15,26.07,11.79,0,0,0.251,1,0,606,0
20.19,9,4.74,13.98,0,0,0.37,1,2,1936,0
75.74,10,10.54,44.57,1,0,0.188,0,2,972,0
6.96,22,21.51,3.37,0,0,0.303,1,3,495,0
31.01,15,23.55,17.76,0,1,0.068,0,1,1264,0
18.84,7,30.7,13.73,0,0,0.47,0,2,1850,0
16.82,22,5.78,13.68,1,0,0.048,0,1,1197,0
50.84,13,20.85,10.54,0,0,0.369,1,1,996,0
97.27,2,3.35,12.6,1,0,0.572,1,2,30,0
23.49,9,13.63,6.87,0,0,0.45,1,2,575,0
72.29,5,18.13,9.3,0,0,0.594,1,1,1140,0
34.8,15,15.99,21.28,1,0,0.245,1,1,1807,0
13.56,20,55.39,4.98,1,0,0.014,0,4,913,0
25.59,0,18.26,5.6,1,0,0.194,1,0,1399,0
24.55,18,27.55,12.96,1,0,0.21,1,6,1165,0
16.5,21,21.57,11.97,1,1,0.581,0,1,870,0
50.83,23,17.32,6.61,1,1,0.361,0,2,550,0
41.87,15,26.06,13.28,1,0,0.188,1,3,1000,0
6.75,7,20.08,13.16,1,0,0.131,1,3,2023,0
6.35,3,18.73,39.77,1,0,0.387,1,2,30,1
50.64,22,14.72,49.41,0,0,0.403,1,6,819,0
14.65,9,12.12,13.04,1,0,0.333,0,2,801,0
44.79,8,10.69,19.24,0,0,0.208,1,3,741,0
72.31,17,18.76,12.78,1,0,0.094,1,1,1393,0
9.29,17,17.7,8.44,1,0,0.438,1,1,1254,0
8.07,19,46.59,13.82,1,0,0.413,0,4,908,1
176.7,21,4.18,8.29,0,1,0.111,1,3,922,0
47.07,21,58.41,9.82,1,0,0.199,1,3,1190,0
21.77,4,5.94,9.05,1,0,0.634,1,2,1434,0
13.01,4,17.16,9.17,0,0,0.26,1,2,1678,0
19.88,4,23.74,5.07,0,0,0.077,1,3,966,0
10.07,15,7.37,17.85,0,0,0.414,1,4,185,0
80.11,13,5.8,13.5,1,0,0.065,0,3,1399,0
15.23,20,15.62,4.88,1,0,0.049,1,3,906,0
98.84,20,28.08,8.83,1,1,0.272,1,4,1343,0
22.18,19,33.82,3.15,1,0,0.516,1,3,2217,1
11.67,1,4.95,11.24,0,0,0.255,1,3,940,0
21.62,16,15.08,21.15,1,0,0.429,1,1,887,0
2.4,20,2.72,6.99,1,0,0.202,1,2,415,0
29.35,23,7.54,17.54,1,0,0.072,1,2,1783,0
27.94,8,40.76,9.22,0,0,0.586,0,2,30,0
75.55,18,22.72,7.29,1,0,0.559,1,2,994,0
5.02,9,8.18,4.57,1,0,0.237,0,2,1391,0
105.83,3,38.05,8.02,1,0,0.168,0,1,878,0
75.23,8,9.34,17.97,0,1,0.271,1,1,323,0
115.82,6,16.85,12.56,0,0,0.227,1,2,288,0
31.41,21,2.06,3.76,0,0,0.332,0,1,815,0
91.28,4,8.21,14.02,0,0,0.57,1,2,1259,0
7.6,3,21.12,10.87,0,0,0.584,1,2,1060,0
67.56,13,20.34,3.21,1,0,0.201,0,2,558,0
15.32,13,12.1,2.29,0,0,0.174,1,3,1500,0
6.35,13,15.51,2.16,1,0,0.379,0,2,1461,0
10.76,3,29.66,18.93,0,1,0.084,1,0,553,0
33.3,11,14.51,3.27,1,0,0.402,1,1,422,0
14.52,22,23.78,7.45,0,0,0.212,0,0,1425,0
48.23,2,10.41,13.22,1,0,0.7,0,3,813,1
5.43,19,16.66,12.61,1,0,0.011,0,2,1074,0
3.95,3,1.86,12.62,0,0,0.439,0,1,1407,0
130.63,5,11.11,2.83,1,1,0.328,1,3,141,1
81.76,21,18.24,13.41,0,1,0.281,1,3,1016,0
11.6,7,15.88,7.15,1,0,0.366,1,1,1008,0
33.02,12,10.39,10.04,0,0,0.223,1,5,551,0
91.79,9,6.68,9.62,1,0,0.515,1,2,410,0
50.36,14,18.73,8.37,0,0,0.156,1,1,646,0
38.41,9,15.44,20.62,0,0,0.335,1,0,30,0
99.0,10,22.01,18.51,0,0,0.271,0,1,235,0
15.95,19,9.06,62.74,1,0,0.713,1,2,1475,0
34.16,13,26.35,27.66,1,0,0.543,1,6,493,0
32.53,13,5.67,1.42,1,0,0.425,1,0,262,0
25.21,19,3.71,9.12,1,0,0.57,1,1,873,1
22.43,10,41.01,25.99,0,0,0.024,1,1,584,0
35.62,19,6.04,8.14,0,0,0.156,1,2,606,0
34.27,17,18.86,6.63,0,0,0.147,1,3,1499,0
11.61,21,13.2,2.72,0,0,0.244,0,3,1981,0
73.83,10,41.71,2.4,0,0,0.413,0,4,1261,0
12.47,13,27.12,17.32,1,1,0.607,0,1,189,0
26.62,3,3.84,10.22,1,0,0.088,1,4,742,0
24.65,2,50.56,0.48,1,0,0.109,1,2,1328,0
47.38,2,34.32,21.7,1,0,0.178,1,0,774,1
3.98,15,11.86,24.05,1,0,0.295,0,3,728,0
80.71,7,5.61,7.57,1,0,0.236,1,2,941,0
16.83,6,19.9,9.27,1,0,0.022,1,2,1646,0
112.16,14,20.78,28.27,1,0,0.372,1,1,150,0
20.53,9,2.31,7.28,1,0,0.083,1,0,961,0
31.54,3,18.81,1.06,1,0,0.114,1,1,30,0
224.48,13,32.32,17.43,0,0,0.06,0,3,1458,0
25.09,13,18.01,23.4,1,0,0.58,1,5,994,1
114.3,3,15.75,10.66,0,0,0.443,1,4,629,1
34.43,6,14.24,3.26,1,0,0.223,0,4,1267,0
50.17,5,8.08,25.9,1,1,0.431,1,3,615,1
35.52,16,37.12,6.26,1,0,0.359,1,1,286,0
77.31,5,12.44,3.97,0,0,0.41,1,2,1817,0
16.68,0,19.89,10.52,0,0,0.247,1,1,815,0
12.38,6,4.54,7.46,1,0,0.36,1,3,969,0
17.49,11,15.3,16.19,1,0,0.559,1,1,1449,0
36.59,18,24.65,44.1,1,0,0.143,0,2,1685,1
26.55,1,12.19,3.71,1,0,0.335,0,2,935,0
67.38,21,12.49,18.4,0,0,0.118,0,0,1947,0
122.09,7,16.63,7.17,1,0,0.108,1,4,1280,0
12.48,8,23.91,16.1,1,0,0.368,1,5,1784,0
15.9,0,18.7,10.88,1,0,0.207,0,4,609,1
7.88,6,63.63,5.95,0,0,0.357,1,2,636,0
252.24,11,41.04,18.84,1,0,0.243,0,2,1027,0
44.91,15,10.24,6.6,1,0,0.092,0,2,506,0
53.51,18,35.68,4.08,1,1,0.593,1,2,1643,0
8.67,12,2.26,17.82,1,0,0.123,0,1,638,0
33.08,2,13.14,4.05,1,0,0.251,1,1,596,0
55.11,9,3.5,17.19,0,0,0.479,0,2,74,0
25.72,17,25.95,9.85,0,0,0.245,1,1,560,0
97.1,15,12.19,10.42,1,0,0.315,1,3,30,0
334.23,14,5.26,3.54,1,0,0.324,0,2,674,0
12.84,12,30.03,10.87,1,0,0.205,1,1,30,0
11.92,12,6.05,6.16,1,0,0.41,1,0,412,0
13.77,23,27.94,29.25,0,0,0.369,1,0,534,0
165.04,14,20.38,2.33,1,1,0.313,1,3,796,0
93.91,14,14.18,22.29,1,0,0.37,1,3,1126,0
28.92,8,32.98,23.7,1,0,0.057,1,2,915,0
34.35,11,7.27,13.86,1,0,0.11,1,1,1125,0
14.64,17,2.74,28.08,1,0,0.186,0,2,1320,0
80.64,20,5.67,7.57,0,0,0.371,0,0,1143,0
22.65,18,63.07,8.51,0,0,0.388,1,1,875,0
25.53,15,8.18,14.64,1,0,0.649,1,2,1579,0
60.87,18,11.62,7.82,1,1,0.177,1,2,952,0
27.44,0,47.62,2.38,0,0,0.263,0,4,317,0
26.18,6,11.63,2.68,1,0,0.186,1,0,1025,0
33.47,5,26.49,18.03,1,0,0.049,1,3,1109,1
73.36,15,51.45,9.3,0,0,0.187,1,1,629,0
171.83,18,23.38,16.9,0,0,0.312,1,2,1530,0
59.47,3,16.29,19.06,1,1,0.238,1,5,972,0
73.94,4,30.75,7.66,0,0,0.025,0,3,454,0
27.12,11,1.37,12.09,0,0,0.081,1,1,235,0
16.32,23,11.5,2.26,1,0,0.62,0,2,222,1
63.69,0,41.53,5.07,0,0,0.225,1,3,1977,0
39.3,21,8.28,7.34,1,1,0.648,1,1,937,1
7.98,4,18.63,9.56,1,1,0.339,1,1,1154,0
23.85,6,26.73,1.79,0,0,0.387,0,0,590,0
30.48,15,12.85,7.43,1,0,0.33,1,1,1295,0
19.88,17,26.99,4.1,1,0,0.5,0,2,835,0
145.73,20,20.49,40.97,0,1,0.265,0,1,808,0
53.51,0,31.17,10.09,1,0,0.307,1,1,825,0
130.74,1,20.5,16.81,1,0,0.571,1,2,274,1
43.1,11,1.87,16.83,0,0,0.293,0,3,1248,0
35.92,13,8.93,10.73,1,0,0.522,1,2,1768,0
12.98,6,6.18,13.34,1,1,0.066,1,2,1064,0
33.51,15,46.72,12.3,0,0,0.209,1,2,838,0
33.55,6,5.41,12.3,0,0,0.433,0,0,482,0
8.44,22,12.67,26.1,1,0,0.111,1,3,769,0
19.31,4,22.41,9.76,1,0,0.124,0,2,520,0
23.97,15,10.49,17.31,0,0,0.398,0,1,70,0
50.07,12,12.07,3.04,1,0,0.301,1,2,750,0
52.53,2,20.5,8.43,1,0,0.303,1,2,827,0
18.52,14,8.27,5.92,0,0,0.293,0,2,1029,0
52.92,3,18.56,7.69,0,0,0.118,1,2,1489,0
27.6,12,30.01,14.22,0,0,0.036,0,2,1080,0
1.88,15,9.5,13.26,1,0,0.488,1,1,519,0
20.4,1,5.95,7.75,0,0,0.171,1,4,1166,0
97.42,5,53.94,5.22,0,0,0.208,0,4,489,0
6.16,7,54.48,19.69,0,0,0.276,1,1,784,0
37.07,22,15.72,14.93,1,0,0.441,0,4,918,0
161.62,5,18.11,1.75,0,0,0.015,1,3,1118,0
15.48,22,17.98,2.06,0,0,0.418,1,2,810,0
33.19,12,11.39,5.85,0,0,0.359,1,3,35,0
8.99,22,15.39,0.98,0,0,0.068,1,1,728,0
168.55,19,1.92,2.48,1,0,0.08,1,1,476,0
30.47,7,4.19,11.03,0,0,0.476,0,0,526,1
34.7,13,12.14,13.17,0,0,0.314,0,2,506,0
128.29,17,9.59,8.2,0,1,0.054,1,1,801,0
64.17,1,4.9,8.2,1,0,0.092,0,0,1103,0
13.8,15,15.34,6.04,1,0,0.253,1,2,1241,0
17.33,11,27.59,4.72,0,0,0.414,0,0,603,0
54.32,0,8.28,16.47,1,0,0.205,0,5,95,1
17.74,20,20.51,17.49,0,0,0.479,1,3,479,0
3.99,6,12.42,7.93,0,0,0.422,1,2,1506,0
31.4,20,31.1,2.57,1,1,0.417,0,4,1218,1
7.54,4,3.8,4.74,1,0,0.111,1,0,1382,0
166.71,12,5.66,8.67,1,0,0.228,1,4,934,0
39.52,8,11.8,7.91,1,1,0.056,0,0,714,0
13.39,21,6.97,15.2,1,0,0.598,1,2,248,0
16.47,22,38.29,4.46,1,0,0.239,1,2,1336,0
5.01,18,4.06,13.74,0,0,0.46,0,2,1030,0
11.03,20,11.44,8.91,0,0,0.153,0,3,655,0
91.5,18,62.48,39.81,0,0,0.453,1,4,30,0
308.52,7,3.7,8.49,1,0,0.194,0,3,1509,0
68.47,22,16.63,4.99,1,0,0.229,0,2,1469,1
30.2,12,12.63,25.2,0,0,0.149,1,2,682,0
21.5,8,22.94,7.94,1,0,0.442,0,1,841,0
12.72,4,21.16,13.16,0,0,0.427,1,2,667,0
259.76,17,20.1,21.05,0,0,0.261,1,2,792,0
27.42,6,32.69,4.74,1,0,0.194,1,1,30,0
274.69,15,32.07,2.93,0,0,0.375,0,2,1079,0
133.42,1,9.48,18.12,0,0,0.382,1,0,641,0
5.81,15,9.14,4.27,0,0,0.326,1,1,731,0
17.01,15,26.67,3.62,1,0,0.346,1,2,538,0
16.96,12,18.66,2.45,1,0,0.523,1,6,756,0
30.57,15,21.53,5.86,1,0,0.643,1,0,1119,0
31.18,23,16.84,4.27,1,0,0.055,0,1,1112,0
662.64,20,10.74,16.35,0,1,0.116,0,3,885,0
11.28,10,25.65,4.61,1,0,0.54,1,2,927,0
41.64,20,7.92,5.49,1,0,0.277,0,1,823,0
61.34,22,63.42,5.07,1,0,0.217,1,6,1491,0
33.06,3,59.2,14.18,1,1,0.246,1,2,894,0
36.97,8,73.54,17.51,1,0,0.039,1,4,943,0
11.65,17,19.66,8.81,1,0,0.171,0,1,1797,0
36.84,12,12.02,8.44,1,0,0.176,0,1,891,0
55.22,3,44.89,9.86,0,0,0.154,1,0,494,0
45.95,11,17.15,10.58,1,1,0.133,1,3,1386,0
58.57,8,31.07,15.22,1,0,0.233,0,2,30,0
135.99,17,30.91,14.46,0,0,0.405,1,2,563,0
84.52,12,8.13,3.34,1,0,0.305,0,2,796,1
35.56,3,25.19,0.72,0,1,0.275,1,2,30,0
10.26,1,29.9,11.24,1,0,0.464,1,2,1084,0
18.17,6,15.49,2.31,1,1,0.179,1,4,1124,1
26.59,3,4.13,12.9,1,0,0.119,1,2,261,0
42.62,21,45.64,10.49,1,0,0.178,1,0,813,0
20.53,6,62.44,8.42,0,1,0.226,0,3,2209,0
12.99,15,18.06,7.02,1,0,0.407,0,5,910,1
10.09,3,13.02,17.17,1,0,0.132,1,5,1733,1
6.35,10,3.34,13.69,1,0,0.112,1,2,751,0
26.18,22,18.87,3.05,1,0,0.311,1,6,1430,0
7.62,15,11.29,10.8,0,0,0.311,1,0,746,0
12.18,6,3.32,9.57,1,1,0.631,0,6,801,1
22.33,17,33.03,21.49,0,0,0.096,1,1,427,0
8.71,12,26.23,23.85,1,0,0.377,0,0,1700,0
48.41,5,10.0,9.05,1,1,0.172,0,2,707,0
69.42,23,54.22,37.75,1,0,0.49,1,1,732,0
19.12,22,16.09,4.29,1,0,0.489,1,2,1070,0
21.39,13,18.33,1.65,0,1,0.718,0,3,30,0
56.68,0,14.25,25.79,1,0,0.411,0,3,896,1
16.22,9,36.41,3.71,1,0,0.492,0,1,951,0
15.14,12,25.51,1.76,1,0,0.378,1,1,506,0
109.56,22,1.89,4.0,1,0,0.222,1,2,1447,0
80.17,17,17.08,5.46,1,0,0.388,1,0,1129,0
60.43,5,30.69,0.8,1,0,0.104,1,1,587,0
83.57,12,3.33,6.67,0,0,0.032,0,3,203,0
4.58,4,30.45,4.95,0,0,0.351,0,1,1247,0
128.23,11,25.96,9.37,1,0,0.434,1,1,345,0
49.01,12,6.78,7.18,1,0,0.514,1,2,631,0
90.99,12,13.84,18.91,1,0,0.328,1,0,1345,0
48.77,10,4.79,1.96,0,0,0.315,1,3,991,0
34.78,10,10.13,4.32,1,0,0.445,0,3,790,0
25.15,19,13.65,5.68,0,0,0.229,1,3,30,0
47.81,12,27.75,25.12,1,0,0.359,0,2,43,0
24.25,1,32.0,6.76,1,0,0.021,1,0,257,0
78.88,17,20.32,5.8,1,0,0.042,1,2,551,0
6.78,14,13.14,2.35,1,0,0.277,0,1,699,0
19.27,16,29.75,5.84,0,0,0.218,1,3,647,0
255.91,17,18.39,6.55,0,0,0.207,0,4,1484,0
17.71,4,22.13,10.1,1,0,0.235,1,0,1002,0
26.08,23,33.18,3.79,1,0,0.627,0,2,395,1
13.7,23,28.43,2.4,1,0,0.495,1,1,857,0
46.33,3,22.02,2.31,1,1,0.627,0,1,722,1
15.86,5,25.49,19.34,0,0,0.737,1,1,858,0
27.51,5,9.95,21.79,0,0,0.162,1,2,661,0
77.39,23,8.76,19.6,1,0,0.21,1,1,345,0
16.46,22,61.85,5.91,0,0,0.177,1,1,1347,0
72.87,6,8.31,18.77,0,1,0.135,1,2,2121,0
